sample_id,sampling_date,site,temperature,pH,conductivity,dissolved_oxygen,nitrate,phosphate,chlorophyll_a,Ca,Mg,Na,K,HCO3,Cl,SO4,water_quality_class
AQ-0023,2024-06-10,Urban_Lake,11.028444353600094,8.233366837591172,591.1422686088127,9.257783523562734,0.29978740261803394,0.03448591443001095,6.700399720811186,67.27761158160553,7.146922951022942,34.7601522450357,0.5,242.63719007695892,37.89112293927253,100.59791429862402,good
AQ-0024,2024-06-17,Urban_Lake,12.821676920609569,7.640763208105785,830.918114428191,9.567183629986959,0.5028749097031682,0.22631819192786956,9.018174796466035,68.69009379304161,7.929487025673552,35.959304849515654,4.531748925434175,111.36514670360333,39.8089273666763,66.77742034670405,poor
AQ-0025,2024-06-24,River_A,12.709572636010027,7.889772456974586,748.0252433670561,9.109281863367787,1.0458428773982764,0.029591585692902784,5.559392564104403,52.40476657895039,21.97919327609887,33.083443850345155,4.623231745471234,249.17773050574206,34.256986636202434,76.8260537517009,good
AQ-0026,2024-07-01,Lake_B,7.824962126465762,6.677422554536039,977.3853709871689,10.491552499576855,2.675509134638672,0.21651410793209674,7.914508816168856,59.19294557995926,18.30234224058684,32.19348597254415,4.151074580436204,152.85523740371536,34.32546545232062,38.85792508551593,poor
AQ-0027,2024-07-08,Urban_Lake,17.92183488471349,7.578076719131446,744.2769058144315,9.871576327140758,1.6682167821419984,0.0346901529667907,4.268645208311728,60.809058179193585,19.252231501303804,44.94670611628408,7.157758078059477,222.40560606778632,46.12430307923669,79.80125102357955,good
AQ-0028,2024-07-15,River_A,12.183585958783656,7.220546378368208,418.51361159750223,9.53558511879845,,0.07546935298573615,4.929069840498399,103.94651319698659,11.368019483407256,40.559068501042226,7.397039673033387,214.63740232024358,32.18266056097671,55.85592487017509,good
AQ-0029,2024-07-22,Lake_B,15.074964712366125,7.051534122809367,609.7086284749824,9.331536293644065,1.9927888508738496,0.09215907503970142,8.168925942926204,95.4226453207129,17.883831445748168,44.5174814140304,4.659223153287778,272.62921662822475,58.94765046878923,78.59343032240726,moderate
AQ-0030,2024-07-29,Lake_B,17.884479953435452,7.2048314348820615,462.5328955286031,8.19045694275608,2.6110449963194013,0.02942058289821889,4.85057832245973,66.64725757009955,28.017547052006712,37.91205310514429,0.7306126650462881,211.96051739437493,36.06920401357232,46.89834740060016,moderate
AQ-0031,2024-08-05,Lake_A,17.679187056179664,7.449644451684634,544.6533392153317,8.467657605293175,1.3127386132930337,0.07628572043134195,7.124489335242258,67.27341722601162,22.120998098979314,43.13199811077181,6.234563160984517,188.76376474844506,84.5243966112531,84.77144804059672,moderate
AQ-0032,2024-08-12,Lake_A,18.992310653836718,8.012156144060205,904.6305120525368,,1.5318385260110725,0.012935059129529367,3.076234443466591,57.06034803655218,18.848532725714062,33.81151256074962,6.110720457017151,197.20287868129586,42.13200213746286,93.44122815768041,good
AQ-0033,2024-08-19,River_A,14.409087092943459,7.003123277017195,727.128292816749,9.521408505501961,1.3961638572178936,0.0661734739987759,5.774838938601269,47.194304628071535,15.804730449475311,60.297318414095486,5.61878314031389,277.2797245939599,48.93622934492168,60.902762489126985,good
AQ-0034,2024-08-26,Urban_Lake,12.460210127735078,7.613784171667487,520.602539666868,,1.2531091072819112,0.08526675975459075,6.540828342266008,70.4805575766892,16.02713574065303,22.320695835695012,6.9629594986162315,244.1333636131402,31.16056460194154,54.53539353461218,good
AQ-0035,2024-09-02,Lake_A,14.521690734561606,7.382123754999889,481.203441712789,,0.6939682271219346,0.0024241957012820967,9.548770434345524,59.02792421782767,7.354010553999911,50.609373235629846,2.67034380707792,202.64665083145775,70.17919285565931,36.19158523410034,good
AQ-0036,2024-09-09,Urban_Lake,4.875993396251822,7.452547107537117,625.1021030402422,11.614267497760945,0.649748528417922,0.03414310465277295,2.3081458296742157,70.89694308839387,19.2882021046058,51.679074507209705,9.017510772370278,209.3599111015969,62.55350885043791,70.20455638664681,good
AQ-0037,2024-09-16,Urban_Lake,6.317325165461476,8.05124102138707,457.4096782770985,11.47667266393052,1.9843296688957948,0.11994301954806097,10.409128108659335,51.197323962434794,22.22741554240927,29.47841194034406,3.081144493716264,149.47703092365487,51.85990631956946,64.53130918293111,moderate
AQ-0038,2024-09-23,Lake_B,7.063802325873586,7.842151946651766,524.2320389301842,9.94573962096352,2.6437037390930223,0.025412104963144895,7.03478766264231,62.09433204196665,10.121903364146924,60.29273610555973,6.498445854401709,237.48133903831933,30.491566865865646,47.08165057773502,moderate
AQ-0039,2024-09-30,River_A,9.01651903439111,8.201829148349233,670.2976355631733,10.307731225956744,1.0515773819437726,0.13762286343087213,7.695483567813532,73.9321522389368,14.69291553846592,47.95490282945318,1.6253046111732967,140.80829315370403,50.738669410420066,83.15433761361909,moderate
AQ-0040,2024-10-07,Lake_A,17.39864536034062,7.530472444337544,827.6145172198294,9.198311671752403,1.0331309891784222,0.1492327636460694,7.255772408081961,76.76072477119119,12.21267683883289,47.711390068229115,3.1394706254598983,253.83084096259552,33.42139640177569,66.90053312643632,moderate
AQ-0041,2024-10-14,Urban_Lake,9.567125667839635,7.286825824748183,721.9167633985307,10.950514589453732,0.22119255448492037,0.11948976479107312,6.761383642501918,77.4271354636462,13.173244025956183,38.280221870258764,8.032737293450673,225.78797166210697,67.0106184251537,55.63675274438582,good
AQ-0042,2024-10-21,River_A,12.731024675763662,7.499263532403775,349.637569023531,9.678865409393458,0.17774325268297309,0.17796200404840076,6.344066775368252,54.833643205958516,18.267408134109502,35.82773841781324,4.4782003539983,327.4128309808265,58.51953151409124,65.01769669847195,moderate
AQ-0043,2024-10-28,Lake_B,22.795369786716392,7.70912355607205,669.0181302583746,7.962094415005491,3.093208793240405,0.011673433440289338,9.855416344995332,83.1109144917623,7.577989225057628,35.90591172960392,6.679845210265595,170.49390008240624,49.24070750034057,94.28348170073308,poor
AQ-0044,2024-11-04,Lake_A,12.862416173631445,7.6794580113041695,631.2663437523811,9.860963648787099,0.7322867276914127,0.20941142420778294,6.677875705381787,61.59724794417595,21.07135219178532,41.905305963195175,5.473910777438492,215.38020590317151,16.327116377784808,85.852864987594,moderate
AQ-0045,2024-11-11,Urban_Lake,19.425093410802518,7.112025367494985,687.5895319703826,8.981972501799333,5.257543425700418,0.030002915210127372,11.416299040430655,80.22715288989498,21.769275349668412,52.01186275033896,4.790083687999655,300.92294654153784,35.215592277432606,72.65953089302718,poor
AQ-0046,2024-11-18,Lake_B,9.398293919940738,7.640720401732543,928.6871280007124,10.53412542906497,0.8412385344154563,0.10215512832671239,4.898552237121838,71.86169720396349,16.744487059815437,39.81314217861419,7.72770064986538,273.61253381311366,56.94089471079834,86.14389033236735,good
AQ-0047,2024-11-25,Urban_Lake,13.76737465279422,7.702702748562507,370.1505848185268,8.926176867472256,0.31015896550882316,0.3507665997949881,9.069371773285201,54.10696251198668,5.596457450077292,28.885563768627097,4.526682350696199,188.6704576789045,63.76748799240103,54.1035847850387,poor
AQ-0048,2024-12-02,River_A,9.299867670536512,8.732863316890263,534.8271559688959,10.607038467450748,1.4041328307495686,0.06475706820649182,4.026393397985059,67.88942984044456,13.017906869988053,46.2442706238498,1.438523784873059,230.07853427680516,62.41920754939771,75.58266181308655,good
AQ-0049,2024-12-09,Urban_Lake,12.965801544596625,8.44458007507675,718.7014620263623,7.140375925410167,2.2182846347158707,0.09432633900111474,8.22707235795493,76.74972864682898,24.164509670513482,47.211507463947925,3.39351981609659,220.08997103867893,27.303830970861082,77.65180194875647,poor
AQ-0050,2024-12-16,Urban_Lake,20.041848824744374,7.21604049224853,417.51516967246476,8.186103302433603,2.055726834719546,0.030228734237801806,9.163608344429884,79.96854994616979,4.110028596357138,44.54659528447786,6.102383457403389,232.68801403273707,51.92017998856775,66.54294284702291,moderate
AQ-0051,2024-12-23,Lake_A,4.636077460845907,7.47067748730287,896.6868922199538,8.39310979777433,2.367137705419396,0.3481775030265269,10.850196617607123,70.16715733322256,16.262382939032403,45.454989065249826,5.7910182127250165,188.55938038068265,61.201697814278084,82.83825004723352,poor
AQ-0052,2024-12-30,Lake_B,17.606541861275144,6.9414510991733485,679.8067939227134,7.059743035140731,0.5811173385204845,0.034233173833289776,4.6084986409266735,91.91312557781369,12.099996107663705,35.29071869842192,1.8658834995291236,215.98058187846695,26.441637647430813,60.952197816399874,good
AQ-0053,2025-01-06,Lake_B,16.426413613993667,7.334181843716431,766.1404243155275,9.027258851334237,3.045756407495364,0.16023113771431122,6.7551827686103305,85.09764002282526,22.022851507924184,28.710108328694204,3.551314961183598,148.08764311254788,47.897241300147925,84.17677273997012,poor
AQ-0054,2025-01-13,Lake_B,11.435100265819234,7.742022251615653,537.529457235228,10.165040312550461,3.1615868995299636,0.2483145603558603,9.863246747454395,68.66349648680321,14.624430239282693,29.318065693592203,3.836557301595507,226.0805553340637,51.55995117800993,84.93345788756325,poor
AQ-0055,2025-01-20,Lake_A,6.323652873669273,8.142634129399704,759.8799045999916,10.055069347896474,3.250705829272474,0.17299276299328753,6.161945408808197,81.75158355778028,20.019770103678056,21.64536751542142,4.26906081177155,240.25093030398244,44.09006039699245,22.491122147452806,poor
AQ-0056,2025-01-27,River_A,15.432777046283217,7.271912273015376,809.840542387202,8.336684306769378,,0.12598668309237082,5.350623786039687,97.13931530744642,20.827302095845464,40.369486115459495,2.248172822796897,209.7661264310252,23.92189587978438,96.42550266318212,moderate
AQ-0057,2025-02-03,Lake_A,11.823043745617186,7.305634101969491,657.1675330914494,,0.990315576531863,0.10074709050152139,6.755315378118247,97.48629981017935,27.181129198650098,37.165512167734065,3.7432577837610426,147.32270992368456,43.76592456904153,20.14261382365043,good
AQ-0058,2025-02-10,River_A,16.396057268128224,6.633719936617605,657.4177763256139,8.334447682934634,0.9229041907537986,0.020671543250665305,7.758041772670525,56.036001549307535,16.98529028162315,33.60012295470291,3.542779029480945,264.4839338283158,43.74502940668469,63.911117539989746,good
AQ-0059,2025-02-17,River_A,15.131112873140657,7.526800335754791,663.3516805971271,10.69635900711623,0.3084021387129327,0.3366322342394459,14.60883492665289,59.95506955495704,19.880221848113056,8.443811756549302,6.543066519523839,236.4036267096761,46.07505874087919,93.45626461663959,poor
AQ-0060,2025-02-24,Urban_Lake,24.61067334792549,7.121913514663197,499.63766306756446,6.797000168640976,0.8561585011431716,0.11716879655738283,5.237735632690413,91.30394422754006,10.57472260436282,25.52682530305831,6.618242621980487,187.32932060345604,40.6748714694741,69.28883894545606,moderate
AQ-0061,2025-03-03,River_A,13.563866235161854,7.361752257685266,597.5496090029416,9.67370715328671,0.0939738879236032,0.09437872608879033,8.276478977665189,58.24234633911072,23.95206781646872,49.208406514031665,4.7083790838223685,207.37297989228713,42.24084200786093,48.60865231554824,good
AQ-0062,2025-03-10,Lake_B,8.85901504426881,7.205412649824585,596.8040558883632,11.746425356520579,0.26637987157213944,0.027144863132796945,5.107274929077379,54.80696526720817,14.197455759643177,31.353739999368692,4.215920408258537,152.46987687481726,47.48381832948929,55.312732889099934,good
AQ-0063,2025-03-17,Urban_Lake,16.075653809737897,7.557581850586349,682.3672100689264,8.872894125802038,1.5581304572673977,0.09864911689423511,6.480909754567198,65.67947630091238,15.196229179561271,41.605916776568414,5.279848624078227,173.8565442499943,53.75190986460625,93.48430343377115,moderate
AQ-0064,2025-03-24,Lake_B,16.31998010383059,6.8090222238895155,796.0607800425408,7.9133867673574105,1.0790122695195743,0.08897892631118232,7.082004914376473,77.4629472231696,17.888761025753947,24.093145700247437,3.36684978508885,195.79848941392873,44.04245208286333,40.412918450124515,moderate
AQ-0065,2025-03-31,Lake_B,23.15512545144262,6.939829639574054,475.84180547016814,6.963773313373225,1.5109954348662546,0.35075963268440213,10.394363716321179,70.66884281405575,10.185578273300752,52.38705482359231,2.706335835665118,275.2789365526068,42.67456393121598,95.32183981731632,poor
AQ-0066,2025-04-07,Urban_Lake,20.010667475487473,8.558161200412734,600.9232487415576,7.836043851290564,2.1059684747902097,0.0943258297006955,7.436724694345362,63.54267293472731,19.14385014464469,36.55972339945323,3.119557582148566,191.2223474100636,49.200602497307955,74.00816221723879,poor
AQ-0067,2025-04-14,Lake_B,17.141226354897057,7.020659838426686,897.9221437684569,7.431702487644183,1.7105859038839915,0.09720608276640144,6.083746146571874,63.23523799758138,22.837331364625054,40.90040396483535,3.7303736720570866,248.80961466979414,23.02809296336264,53.5368840520362,poor
AQ-0068,2025-04-21,Lake_A,23.77981734731737,7.106446489695411,514.8226234417915,6.816328273595126,1.6111512557620349,0.02756594128348913,3.039739988556978,62.739618162634784,19.46466911748646,61.25779791881685,2.673052400415458,195.7757708712289,54.20145665394396,64.50392869855156,moderate
AQ-0069,2025-04-28,Lake_B,7.867421674062895,8.426611087744591,504.7973056319177,10.081840503236334,1.225128752089902,0.04256810437500473,2.611318933086815,60.56637482743375,10.055512179106374,53.164401005894035,5.32411911812575,231.15764023833438,47.99267973740154,56.689961860170456,good
AQ-0070,2025-05-05,Urban_Lake,11.161490803501515,8.907280226158182,652.1639751898949,10.621648016850799,0.71037503351354,0.14484372598228556,7.9736394604766385,101.6612274045888,17.380953528351704,34.93434378712942,6.459431347567417,213.6372024035289,48.5160158457683,90.59205361545352,good
AQ-0071,2025-05-12,Lake_A,9.44054435156685,7.072795017028596,765.7193935440364,10.353415046121507,0.44126921568446176,0.008426435332351493,3.9617122085975094,75.86764392541221,21.710144514897454,32.06779815129641,1.8258033984035165,259.28754700417346,60.48954599872803,88.1837005757311,good
AQ-0072,2025-05-19,Lake_B,12.661141181065393,7.434287969445386,621.7735705203363,9.288719764271613,0.8743226664766112,0.20851761361511564,6.513959191128237,83.5278677072616,8.610056170170461,34.744549884804684,5.050257422432066,195.9334897801649,22.613398109372774,44.055099590231166,poor
AQ-0073,2025-05-26,Lake_A,6.739883114662147,7.753699997923229,864.3343089741884,10.790331501323443,,0.21299953658914925,8.115210130975916,65.641992914454,12.62616993091143,43.09898248476536,4.560128409467329,149.23622874989016,22.34015969183347,67.73534186665199,poor
AQ-0074,2025-06-02,River_A,18.810905680886425,8.377913939982516,768.0984950448119,8.338794161339218,1.356190838523868,0.03770041937667931,7.338242131776246,69.58256319658136,22.3827180204076,36.94775865749129,5.683017371073606,157.81229358863652,51.55944998920575,59.46265807780301,moderate
AQ-0075,2025-06-09,Lake_B,13.66666381740736,7.155914314707292,765.228509737132,9.805882324269405,2.3705064653259647,0.1263895927963587,8.263638003995187,62.72379824218538,19.350477170986434,34.04755854996528,4.974122463792824,196.06551277257591,47.90748088332929,98.28317943226867,poor
AQ-0076,2025-06-16,Lake_B,6.175162232984054,7.489624969326051,712.1215430471428,10.190827203516044,1.1598517765780878,0.25461628560605876,7.2963847241231665,37.527791646050375,20.05985791063377,52.67181250709042,2.0928014401367383,163.79230131948762,50.212300261495116,50.69821587372442,poor
AQ-0077,2025-06-23,Lake_A,8.906525512754751,7.9498019092277845,1109.4645084981405,9.589400442756247,1.9044838170477725,0.08236738060897819,9.319764675166589,54.08587940097774,27.297474038116558,36.85790108222163,2.475221402285669,238.4595407055798,41.99234802275821,103.87612388433026,moderate
AQ-0078,2025-06-30,River_A,16.88108308470117,7.795644733509978,589.0016917111717,9.477159276605484,0.35339430394041904,0.06838567495792168,8.433825328920545,48.46195716025487,20.342763892531014,60.99589093037319,5.058847151169945,199.04043258138648,56.636597765119106,74.40069468869513,good
AQ-0079,2025-07-07,River_A,20.028759407366287,7.430729767946455,375.7180161646357,7.536587639850617,1.5736357468680464,0.0769377105467202,7.482513430481031,42.752810886629106,21.289440052165897,38.90742563752173,7.057561839491019,326.85729475118944,60.12430495888456,54.08518068515842,moderate
AQ-0080,2025-07-14,Urban_Lake,26.98038535015072,7.539779665967781,925.915583921104,5.120110517263727,1.4967687708631519,0.11693479464031016,8.931506041429358,56.46033333412466,31.55372763609163,55.85318394224727,0.5716252579139942,141.80284321882905,54.291769821369854,62.809064687833,poor
AQ-0081,2025-07-21,Lake_B,28.0,6.981296886233508,552.9649512947374,6.397934566608603,3.0464319527606443,0.04890171685108699,9.910332787027421,89.2244238319612,16.930977209547546,41.57319422710627,5.69145315960316,229.16349304194105,44.60923004074042,60.57086086616789,poor
AQ-0082,2025-07-28,Lake_A,17.486456599655977,7.4928218152114,636.9489997148235,8.826855926955265,1.0797365718559622,0.0627282855714609,8.110157545479847,71.4223298198434,14.010586181907524,47.62960573249448,7.379244010575286,169.24211394224488,20.600037961012763,52.05686876372089,moderate
AQ-0083,2025-08-04,Urban_Lake,9.062771279808814,7.48012562949597,860.1503067391961,9.149344876454016,1.045358723321211,0.11898720967026105,7.834842140597992,88.77732891017527,20.138981991235664,30.753889484822757,4.693948247587574,197.79693968277945,58.00007070448267,76.70688347514677,moderate
AQ-0084,2025-08-11,River_A,2.207722315612145,7.704476450331815,415.3637294090496,12.155642439538289,2.115905808681601,0.05761942926229271,7.907681331635304,77.34277349971138,20.194955146944473,29.462407774125882,6.100404992052882,226.36387630032448,63.88247266082871,52.89752008754682,good
AQ-0085,2025-08-18,River_A,16.606268774063015,7.350102751531442,453.41493362745047,9.26040599407967,0.4734949544986034,,5.810213078883193,82.17326473429708,15.366423040268959,42.59705955014987,3.5938618382043956,115.35828813065709,56.37925935579174,35.7534082427126,good
AQ-0086,2025-08-25,Lake_A,10.122353428138045,7.812192335145312,415.4656725853534,,1.5450279944715086,0.0960304626452285,4.54027632296347,60.288339061040524,12.838014902225762,47.88553242465315,4.761267601446247,230.65717525546123,36.564648444222414,68.16582352473289,moderate
AQ-0087,2025-09-01,Lake_B,12.507856438921888,8.055722118018922,508.35773654175307,10.043911887461208,0.4515974125023725,0.24247519598820988,9.202536728806244,78.81136240450472,29.54922211045039,38.40256502000463,1.7581729633836969,305.6308358023375,56.759327117680854,42.548588464478115,moderate
AQ-0088,2025-09-08,Urban_Lake,11.327419205641151,7.669943197450809,692.0295309866927,8.72511450925562,3.937163323623168,0.13189655706947082,6.678370847980334,81.4732850429665,19.634217351940116,25.136066649163027,0.5,199.59527657341332,59.18688620349879,61.46110437478463,poor
AQ-0089,2025-09-15,Urban_Lake,14.155254681501688,7.7582903837796415,706.8132160797294,9.500071094324674,0.9417282725782794,0.02586415121969732,3.6204546521461047,64.503585200962,14.338573092989622,24.39741633710673,6.88553160245055,231.69135355624792,68.26461122138812,58.636148005139596,good
AQ-0090,2025-09-22,Lake_B,21.39588138472586,7.62391990641004,664.3359849099235,7.322074046214868,0.42451229979831395,0.04222122206236033,7.580288314307702,79.27402481801016,22.57965151139799,23.72863597813759,3.0300101445511163,266.12147619064297,36.61057098503655,59.318110703535346,good
AQ-0091,2025-09-29,Urban_Lake,15.942291404672067,7.600037976891136,435.5144635320255,8.423281313909396,,0.06788438867518459,7.4132315669218904,79.36044086147282,17.45427424219333,20.32377887060619,4.088944309993139,212.62209249878515,45.0560904009262,111.01733582862276,good
AQ-0092,2025-10-06,Urban_Lake,14.04819097776787,7.275298884905718,347.9969164227244,9.839660174335554,1.5516800234046013,0.35914396661033493,13.399324132980556,64.85581592530892,16.735592768410843,39.09485359447088,2.2271154934596136,193.85679151608326,57.714536664864916,76.01540820905227,poor
AQ-0093,2025-10-13,Lake_B,8.78607748304513,7.742422417752988,628.4823056840975,11.531828324674393,1.8641785689112076,0.37369560789888306,10.366150455229866,57.40401038047706,20.811364359572465,49.250439217080256,2.1800605938322484,117.59186183252115,48.746330928696054,79.41667816191598,poor
AQ-0094,2025-10-20,Urban_Lake,4.951902331773859,7.556221030713929,551.0224043781116,12.676971912839274,,0.3416759843800743,9.128375610600619,56.60633168532246,11.54058865884155,37.865842130751915,4.652324599810767,248.8445823727738,33.47474117333343,43.02483066583869,poor
AQ-0095,2025-10-27,Lake_B,12.082152545560014,8.541925739018767,695.4547311034346,10.736158431343997,0.7874884331017034,0.10512222966264338,5.699576410927856,73.124572044979,19.76313601958586,15.395852426621477,3.540845611728707,214.90742156219963,53.39001170534714,63.228663594535405,good
AQ-0096,2025-11-03,Lake_A,14.677304695090077,8.30800970611386,738.93346612986,8.782470731659552,2.180555667309796,0.725605266187376,16.325036421683226,76.2511282942611,27.56477403865876,36.09239539665451,5.755941995989397,174.42922668753272,55.522601239597165,78.87544733894721,poor
AQ-0097,2025-11-10,River_A,25.6075794814793,7.773630948650425,641.8019943183319,6.876827235335182,0.26666846153706564,0.044587469559009545,5.022203621889512,61.69716420404711,20.330888310986552,36.37201003367393,5.905076837959184,225.6968519624962,49.143517652303025,56.55847956756588,good
AQ-0098,2025-11-17,River_A,15.781647128837315,7.256624255637354,749.7596956452394,9.460779394201674,,0.06542875312325022,7.674848741540252,72.34560943723928,16.118939481082677,58.95998750225439,5.641699292649214,193.73438394372184,50.85460405333927,91.34513118332373,good
AQ-0099,2025-11-24,Lake_A,20.896437066138347,7.099414837607462,656.565408925368,7.7221905484761955,0.3632407723866793,0.195917959290155,6.3472272752032906,79.4169814698003,15.46447359785879,23.428620870804437,5.477201581856887,196.22082409980135,44.63682327808551,53.351461453781454,poor
AQ-0100,2025-12-01,Urban_Lake,12.004226408765089,8.136014328889988,707.8524403871578,9.801802445649157,0.6770989827496128,0.1195338018974523,6.986931254644832,80.03647929064891,15.948300133274454,34.09322397400804,8.155536409863773,247.28310202489186,67.21762616430877,69.84540955442684,good
